PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS08
4-character ID, P214
Station name, CorralitosCN2007
Begin Date, 2007-09-19
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, P214.pbo.igs08.pos
Offset from source file, 84.80 mm North, -111.12 mm East, -7.41 mm Vertical
Reference position, 37.0010206703 North Latitude, -121.7965693295 East Longitude, 73.27046 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2008-12-01,22.26, -38.12, -6.00, 2.36, 2.01, 11.07, repro,
2008-12-02,24.39, -38.64, -8.99, 2.64, 2.22, 12.21, repro,
2008-12-03,24.87, -37.01, -10.58, 2.38, 2, 11.19, repro,
2008-12-04,23.18, -39.07, -14.27, 2.55, 2.18, 12.01, repro,
2008-12-05,23.29, -39.58, -13.46, 2.53, 2.17, 12, repro,
2008-12-06,22.87, -39.19, -11.26, 2.46, 2.1, 11.9, repro,
2008-12-07,23.99, -40.10, -5.85, 2.59, 2.1, 12.34, repro,
2008-12-08,22.56, -38.19, -12.75, 2.47, 2.12, 11.72, repro,
2008-12-09,23.99, -38.92, -8.76, 2.56, 2.24, 12.23, repro,
2008-12-10,24.53, -38.98, -19.36, 2.48, 2.12, 11.84, repro,
2008-12-11,22.51, -38.78, -7.16, 2.63, 2.26, 12.39, repro,
2008-12-12,23.01, -40.45, -0.84, 2.73, 2.32, 12.67, repro,
2008-12-13,23.55, -41.07, -9.65, 2.52, 2.12, 11.69, repro,
2008-12-14,23.18, -40.79, -8.64, 2.44, 2.1, 11.55, repro,
2008-12-15,24.54, -39.52, -5.09, 2.62, 2.24, 12.41, repro,
2008-12-16,23.49, -40.90, 6.43, 2.47, 2.1, 11.52, repro,
2008-12-17,23.13, -39.23, -16.54, 2.47, 2.14, 11.91, repro,
2008-12-18,24.55, -40.32, -9.50, 2.51, 2.14, 11.8, repro,
2008-12-19,25.93, -39.84, -15.68, 2.46, 2.06, 11.67, repro,
2008-12-20,24.76, -38.54, -20.58, 2.56, 2.16, 12.02, repro,
2008-12-21,22.85, -39.51, -4.41, 2.53, 2.27, 12.13, repro,
2008-12-22,24.63, -40.36, -3.01, 2.64, 2.27, 12.36, repro,
2008-12-23,24.25, -42.53, -1.22, 2.46, 2.11, 11.57, repro,
2008-12-24,24.90, -42.05, -5.66, 2.59, 2.25, 12.3, repro,
2008-12-25,26.45, -42.24, -9.12, 2.48, 2.13, 11.63, repro,
2008-12-26,26.78, -41.84, -3.94, 2.37, 2.01, 11.16, repro,
2008-12-27,25.83, -38.13, -18.66, 2.53, 2.16, 11.94, repro,
2008-12-28,25.14, -41.38, -12.77, 1.94, 1.7, 9.46, repro,
2008-12-29,25.32, -41.02, -14.01, 1.99, 1.72, 9.64, repro,
2008-12-30,24.25, -41.49, -12.39, 2.41, 2.05, 11.52, repro,
2008-12-31,25.38, -41.25, -8.60, 2.56, 2.28, 12.23, repro,
2009-01-01,26.07, -40.26, -18.40, 2.05, 1.78, 9.91, repro,
2009-01-02,25.26, -41.89, -5.80, 2.45, 2.08, 11.59, repro,
2009-01-03,25.74, -42.05, -13.11, 2.45, 2.09, 11.59, repro,
2009-01-04,27.03, -41.24, -20.70, 2.76, 2.2, 12.94, repro,
2009-01-05,24.13, -41.29, -14.20, 2.47, 2.11, 11.94, repro,
2009-01-06,26.91, -39.53, -12.45, 2.55, 2.16, 12.02, repro,
2009-01-07,25.69, -40.13, -14.55, 2.61, 2.11, 12.5, repro,
2009-01-08,25.59, -42.15, -11.04, 2.45, 2.1, 11.66, repro,
2009-01-09,24.59, -43.31, -19.31, 2.44, 2.07, 11.6, repro,
2009-01-10,25.63, -41.91, -10.75, 2.35, 2.01, 11.23, repro,
2009-01-11,23.91, -42.26, -12.42, 2.38, 2.04, 11.3, repro,
2009-01-12,25.32, -39.84, -30.98, 2.44, 2.05, 11.56, repro,
2009-01-13,25.32, -42.50, -14.49, 2.34, 1.97, 11, repro,
2009-01-14,26.09, -42.24, -21.60, 2.71, 2.38, 13.19, repro,
2009-01-15,25.16, -43.31, -12.14, 2.36, 1.97, 11.09, repro,
2009-01-16,24.70, -43.12, -10.04, 2.3, 1.95, 10.82, repro,
2009-01-17,26.63, -41.70, -18.01, 2.5, 2.13, 12, repro,
2009-01-18,27.36, -41.07, -21.99, 2.38, 2.03, 11.42, repro,
2009-01-19,26.24, -42.01, -10.52, 2.53, 2.15, 11.93, repro,
2009-01-20,25.12, -42.47, -9.40, 2.38, 2.04, 11.49, repro,
2009-01-21,24.81, -43.03, -3.32, 2.3, 1.96, 11.06, repro,
2009-01-22,24.71, -42.47, -9.19, 2.37, 2.04, 11.36, repro,
2009-01-23,25.71, -43.78, -10.67, 2.27, 1.98, 11.02, repro,
2009-01-24,27.29, -41.98, -17.42, 2.53, 2.09, 12.05, repro,
2009-01-25,25.50, -44.91, -17.09, 2.46, 2.11, 11.77, repro,
2009-01-26,28.25, -43.17, -15.92, 2.35, 2.01, 11.28, repro,
2009-01-27,27.14, -41.66, -13.83, 2.31, 1.96, 10.9, repro,
2009-01-28,27.05, -43.51, -17.40, 2.49, 2.13, 11.75, repro,
2009-01-29,25.59, -41.90, -21.17, 2.36, 2.02, 11.4, repro,
2009-01-30,26.85, -42.84, -17.46, 2.49, 2.15, 11.84, repro,
2009-01-31,27.38, -42.37, -19.39, 2.46, 2.14, 11.81, repro,
2009-02-01,26.87, -43.12, -15.42, 2.33, 2.05, 11.08, repro,
2009-02-02,26.40, -43.38, -18.97, 2.27, 1.96, 10.84, repro,
2009-02-03,27.72, -42.47, -28.57, 2.58, 2.23, 12.52, repro,
2009-02-04,26.79, -44.07, -19.55, 2.32, 2, 11.05, repro,
2009-02-05,26.20, -43.82, -11.68, 2.45, 2.13, 11.69, repro,
2009-02-06,26.60, -44.83, -8.66, 2.46, 2.17, 11.59, repro,
2009-02-07,26.62, -45.84, -9.52, 2.4, 2.13, 11.65, repro,
2009-02-08,26.65, -45.17, -9.51, 2.33, 2.04, 11.01, repro,
2009-02-09,29.55, -44.50, -10.82, 2.49, 2.14, 11.63, repro,
2009-02-10,27.79, -44.00, -21.34, 2.38, 2.07, 11.4, repro,
2009-02-11,27.63, -45.98, -11.32, 2.46, 2.16, 11.66, repro,
2009-02-12,27.72, -45.65, -16.92, 2.36, 2.12, 11.28, repro,
2009-02-13,26.85, -45.44, -9.42, 2.42, 2.11, 11.47, repro,
2009-02-14,27.61, -44.16, -19.88, 2.48, 2.15, 11.69, repro,
2009-02-15,27.20, -45.50, -14.83, 2.41, 2.12, 11.64, repro,
2009-02-16,26.17, -49.11, -2.42, 2.27, 2.03, 11, repro,
2009-02-17,26.83, -45.92, -7.48, 2.46, 2.14, 11.57, repro,
2009-02-18,27.80, -45.27, -11.52, 1.9, 1.71, 9.21, repro,
2009-02-19,26.94, -48.45, -12.00, 2.01, 1.77, 9.54, repro,
2009-02-20,28.01, -44.31, -24.47, 2.12, 1.87, 10.13, repro,
2009-02-21,27.67, -45.01, -12.89, 1.94, 1.74, 9.34, repro,
2009-02-22,26.54, -47.16, -5.63, 1.92, 1.73, 9.23, repro,
2009-02-23,26.45, -46.80, -11.42, 2.13, 1.88, 10.06, repro,
2009-02-24,28.00, -45.88, -13.12, 1.84, 1.67, 8.88, repro,
2009-02-25,27.58, -47.20, -13.20, 2.36, 2.07, 11.13, repro,
2009-02-26,27.92, -47.11, -12.58, 1.95, 1.76, 9.54, repro,
2009-02-27,29.34, -46.18, -19.31, 2.32, 2.05, 11.14, repro,
2009-02-28,28.82, -46.55, -16.69, 2.36, 2.08, 11.23, repro,
2009-03-01,28.57, -47.18, -11.84, 2.37, 2.05, 11.11, repro,
2009-03-02,27.60, -47.17, -13.30, 2.63, 2.26, 12.22, repro,
2009-03-03,27.98, -47.62, -21.02, 2.64, 2.31, 12.44, repro,
2009-03-04,27.19, -46.76, -6.14, 2.52, 2.19, 11.91, repro,
2009-03-05,28.49, -46.84, -14.97, 2.55, 2.14, 11.98, repro,
2009-03-06,28.30, -46.72, -12.43, 2.53, 2.23, 11.94, repro,
2009-03-07,28.83, -46.05, -19.91, 2.33, 2.03, 11.11, repro,
2009-03-08,28.35, -47.66, -11.48, 2.3, 2.04, 10.93, repro,
2009-03-09,30.39, -47.05, -26.14, 2.76, 2.43, 12.87, repro,
2009-03-10,29.44, -46.57, -18.22, 2.38, 2.06, 11.21, repro,
2009-03-11,28.21, -47.71, -18.60, 2.26, 1.99, 10.73, repro,
2009-03-12,28.57, -46.78, -24.24, 2.4, 2.15, 11.49, repro,
2009-03-13,28.62, -47.71, -15.55, 2.31, 1.99, 10.94, repro,
2009-03-14,29.06, -47.58, -13.03, 2.35, 2.03, 10.94, repro,
2009-03-15,29.17, -48.51, -13.80, 2.36, 2.04, 11.05, repro,
2009-03-16,29.65, -48.08, -18.00, 2.28, 1.99, 10.81, repro,
2009-03-17,29.24, -48.41, -24.52, 2.26, 1.99, 10.81, repro,
2009-03-18,27.96, -47.70, -23.26, 2.27, 1.98, 10.8, repro,
2009-03-19,28.78, -48.31, -17.93, 2.32, 2.01, 10.96, repro,
2009-03-20,29.47, -47.42, -15.91, 2.32, 2.01, 11.07, repro,
2009-03-21,28.26, -48.80, -10.11, 2.27, 1.97, 10.93, repro,
2009-03-22,28.38, -51.44, -21.11, 2.45, 2.13, 11.71, repro,
2009-03-23,29.02, -49.99, -8.89, 2.32, 2.01, 11.04, repro,
2009-03-24,30.55, -49.37, -11.83, 2.25, 1.96, 10.76, repro,
2009-03-25,29.79, -49.28, -16.85, 2.51, 2.17, 12.21, repro,
2009-03-26,28.84, -49.57, -14.60, 2.32, 2.01, 11.19, repro,
2009-03-27,30.90, -47.43, -12.65, 2.47, 2.11, 11.8, repro,
2009-03-28,29.41, -50.92, -15.28, 2.39, 2.04, 11.53, repro,
2009-03-29,29.61, -50.53, -4.20, 2.4, 2.08, 11.53, repro,
2009-03-30,27.65, -53.37, -7.77, 2.46, 2.1, 11.71, repro,
2009-03-31,30.30, -49.82, -17.25, 2.47, 2.08, 11.83, repro,
2009-04-01,27.06, -50.16, -17.50, 2.39, 2.01, 11.29, repro,
2009-04-02,30.60, -49.61, -20.08, 2.66, 2.26, 12.83, repro,
2009-04-03,28.44, -51.61, -0.86, 2.5, 2.13, 12, repro,
2009-04-04,29.37, -50.27, -18.67, 2.36, 2.01, 11.38, repro,
2009-04-05,30.36, -49.16, -25.18, 2.55, 2.16, 12.2, repro,
2009-04-06,29.51, -49.70, -20.20, 2.56, 2.15, 12.06, repro,
2009-04-07,32.21, -49.55, -34.01, 2.59, 2.17, 12.26, repro,
2009-04-08,31.24, -49.73, -16.85, 2.51, 2.1, 11.85, repro,
2009-04-09,30.46, -50.40, -16.61, 2.43, 2.04, 11.6, repro,
2009-04-10,30.34, -51.12, -14.50, 2.72, 2.28, 12.76, repro,
2009-04-11,31.10, -50.69, -18.84, 2.89, 2.31, 13.37, repro,
2009-04-12,32.51, -49.14, -28.07, 2.57, 2.13, 12.1, repro,
2009-04-13,31.34, -51.31, -24.73, 2.57, 2.13, 12.13, repro,
2009-04-14,30.62, -51.89, -7.16, 2.6, 2.15, 12.01, repro,
2009-04-15,32.59, -52.21, -17.41, 2.71, 2.26, 12.64, repro,
2009-04-16,30.34, -51.39, -16.64, 2.6, 2.18, 12.17, repro,
2009-04-17,29.91, -50.92, -13.08, 2.56, 2.13, 11.93, repro,
2009-04-18,31.96, -50.45, -26.57, 2.26, 1.94, 10.77, repro,
2009-04-19,30.33, -51.97, -15.33, 2.46, 2.1, 11.73, repro,
2009-04-20,30.10, -51.52, -8.11, 2.25, 1.92, 10.7, repro,
2009-04-21,29.54, -51.32, -13.29, 2.18, 1.85, 10.37, repro,
2009-04-22,31.67, -51.49, -18.81, 2.63, 2.17, 12.14, repro,
2009-04-23,32.42, -50.91, -19.75, 2.75, 2.3, 12.9, repro,
2009-04-24,31.04, -53.96, -15.14, 2.82, 2.29, 12.85, repro,
2009-04-25,31.29, -51.95, -17.79, 2.67, 2.2, 12.5, repro,
2009-04-26,31.46, -51.41, -19.48, 2.61, 2.15, 12.07, repro,
2009-04-27,31.40, -51.66, -18.34, 2.67, 2.21, 12.4, repro,
2009-04-28,32.32, -51.44, -22.02, 2.76, 2.25, 12.65, repro,
2009-04-29,32.47, -52.49, -23.30, 2.2, 1.88, 10.42, repro,
2009-04-30,32.05, -53.13, -19.03, 2.64, 2.27, 12.36, repro,
2009-05-01,30.93, -53.82, -10.09, 2.47, 2.07, 11.5, repro,
2009-05-02,31.26, -53.29, -2.95, 2.66, 2.22, 12.51, repro,
2009-05-03,32.02, -52.44, -18.00, 2.15, 1.94, 10.34, repro,
2009-05-04,31.55, -53.25, -13.27, 2.55, 2.15, 12.07, repro,
2009-05-05,32.48, -54.30, -9.50, 2.09, 1.8, 9.99, repro,
2009-05-06,31.31, -52.52, -10.63, 2.53, 2.16, 11.78, repro,
2009-05-07,31.63, -52.86, -12.22, 2.48, 2.07, 11.56, repro,
2009-05-08,30.72, -53.29, -12.24, 2.49, 2.1, 11.82, repro,
2009-05-09,30.85, -52.90, -11.50, 2.7, 2.23, 12.65, repro,
2009-05-10,33.50, -54.09, -7.39, 2.77, 2.29, 12.86, repro,
2009-05-11,31.21, -53.77, -9.12, 2.54, 2.07, 11.74, repro,
2009-05-12,32.51, -52.54, -15.30, 2.75, 2.32, 12.97, repro,
2009-05-13,31.74, -54.10, -7.64, 2.45, 2.03, 11.41, repro,
2009-05-14,32.87, -53.56, -17.87, 2.62, 2.17, 12.32, repro,
2009-05-15,33.99, -54.01, -17.40, 2.51, 2.09, 11.86, repro,
2009-05-16,34.95, -53.53, -24.88, 2.71, 2.23, 12.54, repro,
2009-05-17,33.88, -53.89, -23.63, 2.64, 2.15, 12.3, repro,
2009-05-18,33.16, -54.98, -18.17, 2.62, 2.12, 12.2, repro,
2009-05-19,32.44, -55.33, -4.25, 2.53, 2.16, 11.99, repro,
2009-05-20,33.59, -55.21, -19.33, 2.64, 2.15, 12.28, repro,
2009-05-21,33.82, -54.69, -13.87, 2.66, 2.16, 12.37, repro,
2009-05-22,33.29, -54.71, -19.04, 2.58, 2.11, 12.09, repro,
2009-05-23,32.32, -54.79, -16.30, 2.65, 2.2, 12.4, repro,
2009-05-24,32.59, -54.43, -21.41, 2.53, 2.08, 11.76, repro,
2009-05-25,34.02, -54.91, -16.01, 2.55, 2.09, 11.95, repro,
2009-05-26,32.62, -54.77, -12.58, 2.68, 2.21, 12.59, repro,
2009-05-27,33.72, -56.39, -6.94, 2.61, 2.17, 12.42, repro,
2009-05-28,32.49, -57.31, -6.23, 2.39, 1.98, 11.33, repro,
2009-05-29,33.60, -55.95, -11.40, 2.57, 2.15, 12.38, repro,
2009-05-30,33.25, -56.39, -7.04, 2.66, 2.21, 12.47, repro,
2009-05-31,35.38, -54.31, -22.01, 2.79, 2.38, 13.29, repro,
2009-06-01,35.54, -55.34, -13.44, 2.58, 2.19, 12.24, repro,
2009-06-02,33.11, -55.39, -19.49, 2.54, 2.1, 12, repro,
2009-06-03,32.48, -57.28, -8.13, 2.56, 2.15, 12.01, repro,
2009-06-04,34.03, -56.11, -17.61, 2.66, 2.2, 12.61, repro,
2009-06-05,34.31, -56.19, -8.84, 2.45, 2.05, 11.6, repro,
2009-06-06,33.45, -54.78, -20.86, 2.75, 2.31, 12.89, repro,
2009-06-07,34.34, -56.72, -11.72, 2.65, 2.2, 12.38, repro,
2009-06-08,33.78, -55.63, -18.35, 2.46, 2.09, 11.87, repro,
2009-06-09,34.05, -56.72, -17.51, 2.39, 1.99, 11.38, repro,
2009-06-10,32.62, -56.37, -10.84, 2.42, 2.01, 11.44, repro,
2009-06-11,34.35, -56.64, -13.57, 2.5, 2.08, 11.71, repro,
2009-06-12,33.25, -55.90, -17.23, 2.32, 1.93, 11.08, repro,
2009-06-13,34.07, -56.76, -14.88, 2.57, 2.15, 12.29, repro,
2009-06-14,34.93, -57.48, -17.83, 2.44, 2.1, 11.76, repro,
2009-06-15,35.79, -56.27, -15.53, 2.68, 2.29, 12.8, repro,
2009-06-16,35.31, -56.05, -13.91, 2.61, 2.14, 12.27, repro,
2009-06-17,34.17, -58.51, -1.58, 2.12, 1.81, 10.16, repro,
2009-06-18,36.66, -57.32, -26.92, 2.67, 2.24, 12.81, repro,
2009-06-19,35.44, -55.70, -21.38, 2.29, 1.96, 11.09, repro,
2009-06-20,34.95, -58.93, -11.07, 2.1, 1.85, 10.23, repro,
2009-06-21,34.57, -58.66, -8.51, 2.6, 2.23, 12.41, repro,
2009-06-22,35.57, -56.78, -13.44, 2.09, 1.82, 10.17, repro,
2009-06-23,34.64, -57.02, -16.52, 2.53, 2.17, 12.19, repro,
2009-06-24,36.12, -57.74, -25.08, 2.43, 2.05, 11.72, repro,
2009-06-25,34.50, -58.11, -9.52, 2.34, 2.06, 11.4, repro,
2009-06-26,35.09, -58.37, -17.62, 2.49, 2.1, 11.94, repro,
2009-06-27,35.71, -57.47, -16.77, 2.72, 2.4, 13.25, repro,
2009-06-28,36.09, -57.86, -19.48, 2.61, 2.25, 12.48, repro,
2009-06-29,36.61, -58.48, -28.33, 2.87, 2.52, 13.82, repro,
2009-06-30,35.91, -59.52, -12.36, 2.54, 2.22, 12.28, repro,
2009-07-01,34.76, -59.83, -9.90, 2.61, 2.24, 12.47, repro,
2009-07-02,35.39, -58.61, -14.26, 2.93, 2.61, 14.32, repro,
2009-07-03,36.81, -59.41, -16.74, 2.59, 2.23, 12.4, repro,
2009-07-04,35.49, -60.31, -13.70, 2.4, 2.09, 11.7, repro,
2009-07-05,34.66, -60.20, -6.24, 2.61, 2.24, 12.6, repro,
2009-07-06,35.15, -60.49, -11.06, 2.61, 2.26, 12.54, repro,
2009-07-07,34.00, -60.23, -12.90, 2.4, 2.05, 11.68, repro,
2009-07-08,36.20, -59.21, -8.20, 2.56, 2.18, 12.42, repro,
2009-07-09,35.78, -59.04, -6.85, 2.6, 2.26, 12.66, repro,
2009-07-10,36.38, -59.11, -10.58, 2.65, 2.27, 12.77, repro,
2009-07-11,37.41, -60.21, -18.81, 2.18, 1.91, 10.66, repro,
2009-07-12,35.62, -58.88, -10.24, 2.23, 1.94, 10.93, repro,
2009-07-13,37.01, -58.50, -11.63, 3.09, 2.76, 15.14, repro,
2009-07-14,37.70, -60.07, -21.19, 2.67, 2.3, 13.02, repro,
2009-07-15,36.80, -60.97, -17.53, 2.63, 2.28, 12.79, repro,
2009-07-16,35.04, -61.13, -7.64, 2.42, 2.11, 11.92, repro,
2009-07-17,35.52, -61.92, -16.21, 2.65, 2.31, 12.78, repro,
2009-07-18,35.70, -62.66, -8.42, 2.89, 2.58, 14.04, repro,
2009-07-19,35.76, -60.80, -14.95, 2.71, 2.36, 13.19, repro,
2009-07-20,37.05, -61.34, -18.62, 2.78, 2.42, 13.35, repro,
2009-07-21,36.60, -59.83, -19.94, 2.7, 2.36, 13.25, repro,
2009-07-22,34.89, -62.22, 3.61, 2.39, 2.1, 11.63, repro,
2009-07-23,36.44, -61.69, -11.18, 2.41, 2.12, 11.69, repro,
2009-07-24,36.09, -62.65, -10.49, 2.38, 2.15, 11.32, repro,
2009-07-25,36.19, -62.58, -9.45, 2.52, 2.16, 12.38, repro,
2009-07-26,35.97, -63.09, -8.67, 2.52, 2.22, 12.38, repro,
2009-07-27,36.52, -63.44, -9.63, 2.67, 2.32, 12.83, repro,
2009-07-28,36.22, -62.89, -12.02, 2.6, 2.27, 12.36, repro,
2009-07-29,36.32, -62.62, -10.87, 2.7, 2.37, 13.04, repro,
2009-07-30,36.34, -64.16, -10.09, 2.83, 2.48, 14.21, repro,
2009-07-31,37.91, -64.48, -3.79, 2.43, 2.13, 11.65, repro,
2009-08-01,36.83, -62.95, -14.55, 2.59, 2.24, 12.76, repro,
2009-08-02,36.91, -64.94, -5.75, 2.53, 2.31, 12.33, repro,
2009-08-03,36.75, -63.77, -10.83, 2.47, 2.2, 12.15, repro,
2009-08-04,36.31, -65.35, -10.32, 2.48, 2.23, 11.98, repro,
2009-08-05,36.95, -64.18, -10.13, 2.46, 2.15, 11.85, repro,
2009-08-06,36.85, -63.28, -1.27, 2.53, 2.22, 12.1, repro,
2009-08-07,37.77, -64.60, -13.51, 2.8, 2.44, 13.71, repro,
2009-08-08,36.44, -65.81, -7.99, 2.68, 2.42, 12.88, repro,
2009-08-09,37.62, -64.24, -13.56, 2.51, 2.27, 12.28, repro,
2009-08-10,36.96, -64.42, -14.20, 2.66, 2.34, 12.86, repro,
2009-08-11,37.74, -65.38, -9.96, 2.02, 1.83, 9.92, repro,
2009-08-12,38.58, -65.44, -7.02, 2.08, 1.87, 10.2, repro,
2009-08-13,37.33, -66.14, 1.92, 2.58, 2.24, 12.22, repro,
2009-08-14,36.90, -65.53, -5.57, 2.55, 2.22, 12.1, repro,
2009-08-15,38.16, -64.59, -10.72, 2.52, 2.22, 12.21, repro,
2009-08-16,39.42, -64.73, -20.20, 2.63, 2.29, 12.59, repro,
2009-08-17,38.85, -65.03, -9.95, 2.52, 2.21, 12.31, repro,
2009-08-18,38.53, -64.89, -7.42, 2.54, 2.21, 12.28, repro,
2009-08-19,35.99, -66.51, -6.16, 2.53, 2.18, 12.07, repro,
2009-08-20,37.04, -64.74, -9.72, 2.46, 2.14, 11.81, repro,
2009-08-21,37.73, -64.41, -12.79, 2.46, 2.19, 12.08, repro,
2009-08-22,38.95, -64.89, -15.74, 2.44, 2.18, 11.82, repro,
2009-08-23,39.06, -65.53, -8.61, 2.87, 2.46, 14.07, repro,
2009-08-24,36.76, -68.04, -1.80, 2.49, 2.24, 12.05, repro,
2009-08-25,36.91, -67.55, -6.12, 2.49, 2.23, 12.08, repro,
2009-08-26,37.53, -66.81, -8.01, 2.42, 2.18, 11.7, repro,
2009-08-27,38.23, -66.00, -15.73, 2.47, 2.29, 12.19, repro,
2009-08-28,38.20, -66.08, -18.55, 2.49, 2.24, 11.99, repro,
2009-08-29,38.46, -67.77, -12.47, 2.84, 2.5, 13.69, repro,
2009-08-30,36.82, -67.98, -5.74, 2.51, 2.23, 12.12, repro,
2009-08-31,37.39, -67.14, -9.07, 2.56, 2.29, 12.61, repro,
2009-09-01,38.30, -63.73, -21.38, 2.62, 2.31, 12.54, repro,
2009-09-02,37.95, -67.28, -9.36, 2.45, 2.22, 11.87, repro,
2009-09-03,38.44, -64.54, -26.16, 2.67, 2.36, 13.04, repro,
2009-09-04,37.57, -68.84, -8.09, 2.62, 2.3, 12.56, repro,
2009-09-05,37.63, -69.20, -5.76, 2.5, 2.2, 11.98, repro,
2009-09-06,38.79, -68.17, -12.84, 2.58, 2.32, 12.83, repro,
2009-09-07,38.54, -67.92, -9.87, 2.49, 2.18, 11.97, repro,
2009-09-08,36.94, -67.22, -11.47, 2.6, 2.27, 12.57, repro,
2009-09-09,38.83, -68.80, -7.59, 2.45, 2.14, 11.82, repro,
2009-09-10,37.83, -68.76, -5.82, 2.39, 2.1, 11.61, repro,
2009-09-11,37.29, -68.26, -11.85, 2.46, 2.18, 11.82, repro,
2009-09-12,37.98, -67.76, -8.57, 2.48, 2.17, 11.96, repro,
2009-09-13,38.10, -69.41, -8.48, 2.41, 2.13, 12.09, repro,
2009-09-14,36.88, -68.13, -4.32, 2.65, 2.29, 13.17, repro,
2009-09-15,39.09, -67.45, -14.77, 2.48, 2.19, 12.26, repro,
2009-09-16,37.10, -67.85, -11.65, 2.46, 2.18, 12.31, repro,
2009-09-17,39.28, -66.30, -24.70, 2.73, 2.44, 13.76, repro,
2009-09-18,38.14, -69.49, -1.72, 2.51, 2.26, 12.53, repro,
2009-09-19,39.84, -66.60, -16.87, 2.52, 2.22, 12.74, repro,
2009-09-20,40.14, -69.69, -20.18, 2.46, 2.18, 12.36, repro,
2009-09-21,39.25, -69.43, -5.48, 2.49, 2.18, 12.35, repro,
2009-09-22,39.69, -69.40, -10.75, 2.57, 2.31, 12.79, repro,
2009-09-23,40.28, -68.11, -21.47, 2.5, 2.25, 12.7, repro,
2009-09-24,39.31, -68.94, -16.14, 2.61, 2.29, 12.78, repro,
2009-09-25,38.77, -69.89, -10.64, 2.54, 2.28, 12.71, repro,
2009-09-26,38.22, -69.91, -4.89, 2.47, 2.17, 12.08, repro,
2009-09-27,38.66, -70.13, -6.56, 2.51, 2.2, 12.23, repro,
2009-09-28,38.65, -70.58, -0.36, 2.58, 2.23, 12.46, repro,
2009-09-29,39.35, -70.66, -6.44, 2.77, 2.45, 13.39, repro,
2009-09-30,38.99, -70.17, 4.57, 2.59, 2.24, 12.51, repro,
2009-10-01,41.12, -68.04, -15.44, 2.78, 2.39, 13.49, repro,
2009-10-02,39.37, -70.41, -10.81, 2.25, 2.03, 11.14, repro,
2009-10-03,40.68, -69.95, -10.19, 2.73, 2.39, 13.32, repro,
2009-10-04,37.84, -72.05, -7.22, 2.54, 2.23, 12.24, repro,
2009-10-05,39.88, -68.87, -4.65, 2.67, 2.35, 12.92, repro,
2009-10-06,41.39, -68.78, -19.97, 2.68, 2.33, 13.11, repro,
2009-10-07,40.74, -69.27, -17.83, 2.65, 2.28, 12.85, repro,
2009-10-08,40.34, -70.41, -6.36, 2.67, 2.34, 12.91, repro,
2009-10-09,38.15, -71.77, -1.44, 2.41, 2.1, 11.64, repro,
2009-10-10,39.25, -71.86, -1.16, 2.43, 2.13, 11.71, repro,
2009-10-11,40.41, -71.12, -4.27, 2.47, 2.15, 12.08, repro,
2009-10-12,41.77, -71.23, -15.10, 2.47, 2.15, 12.21, repro,
2009-10-13,40.61, -71.16, -9.37, 2.52, 2.21, 12.49, repro,
2009-10-14,40.09, -70.34, -17.75, 2.68, 2.34, 13.16, repro,
2009-10-15,39.57, -70.80, -9.10, 2.71, 2.39, 13.1, repro,
2009-10-16,38.53, -71.48, -4.74, 2.57, 2.29, 12.63, repro,
2009-10-17,42.43, -69.87, -27.39, 2.5, 2.23, 12.35, repro,
2009-10-18,42.67, -70.29, -23.40, 2.76, 2.45, 13.62, repro,
2009-10-19,42.87, -73.06, -12.85, 2.6, 2.3, 12.72, repro,
2009-10-20,41.04, -71.37, -5.19, 2.58, 2.26, 12.61, repro,
2009-10-21,40.34, -72.81, -6.41, 2.51, 2.24, 12.22, repro,
2009-10-22,41.85, -70.10, -15.74, 2.55, 2.3, 12.5, repro,
2009-10-23,42.48, -68.91, -29.12, 2.73, 2.44, 13.53, repro,
2009-10-24,41.79, -69.55, -10.63, 2.69, 2.4, 13.38, repro,
2009-10-25,41.61, -71.47, -14.50, 2.76, 2.41, 13.22, repro,
2009-10-26,41.39, -73.20, -2.33, 2.52, 2.23, 12.32, repro,
2009-10-27,39.98, -72.24, 5.62, 2.71, 2.39, 13.36, repro,
2009-10-28,44.41, -66.24, -9.33, 2.59, 2.28, 12.85, repro,
2009-10-29,40.08, -71.59, -15.79, 2.55, 2.22, 12.46, repro,
2009-10-30,41.88, -70.51, -23.32, 2.49, 2.16, 12.15, repro,
2009-10-31,41.20, -72.23, -13.88, 2.59, 2.24, 12.43, repro,
2009-11-01,42.10, -71.05, -10.80, 2.55, 2.23, 12.56, repro,
2009-11-02,42.15, -70.93, -25.16, 2.87, 2.46, 13.72, repro,
2009-11-03,40.43, -71.24, -15.73, 2.55, 2.21, 12.28, repro,
2009-11-04,41.96, -71.73, -14.15, 2.69, 2.33, 12.95, repro,
2009-11-05,41.57, -72.32, -12.65, 2.52, 2.24, 12.21, repro,
2009-11-06,41.12, -73.05, -7.95, 2.72, 2.46, 13.47, repro,
2009-11-07,43.36, -74.45, -8.20, 2.53, 2.22, 12.27, repro,
2009-11-08,41.65, -72.75, -11.37, 2.56, 2.24, 12.49, repro,
